sleep,stress,mood,energy,screen_time,activity_minutes,connectedness,activity,hour,day_type,best_nudge
7.76,3,3,3,7.71,15,3,Phone,16,Weekday,Maintain habits
7.2,3,3,2,3.21,70,3,Studying,22,Weekend,Maintain habits
7.54,4,4,2,4.5,58,4,Studying,22,Weekend,Prepare for bed
7.91,4,3,3,3.8,143,3,Relaxing,7,Weekend,Stay active
7.03,4,3,2,5.05,11,4,Phone,15,Weekday,Take a short break
8.87,2,4,4,5.81,115,4,Relaxing,17,Weekend,Maintain habits
5.53,4,3,3,5.17,45,5,Studying,17,Weekday,Take a short break
6.55,4,2,3,5.43,1,4,Phone,20,Weekday,Stay active
7.55,3,3,3,5.93,34,1,Phone,10,Weekday,Reduce screen time
6.3,4,1,2,4.31,46,3,Studying,18,Weekday,Take a short break
6.27,3,2,3,2.34,76,3,Studying,22,Weekday,Prepare for bed
8.13,3,2,4,5.51,23,2,Phone,23,Weekday,Connect socially
7.41,4,3,3,8.15,32,4,Studying,6,Weekend,Take a short break
6.17,3,2,3,5.37,55,3,Studying,23,Weekday,Prepare for bed
6.75,2,4,3,2.44,79,3,Exercise,10,Weekday,Maintain habits
6.65,3,5,4,1.67,58,3,Relaxing,17,Weekday,Stay active
9.08,1,3,3,3.36,110,2,Phone,12,Weekday,Stay active
6.65,3,3,2,3.12,91,3,Studying,17,Weekend,Take a short break
8.53,4,4,3,4.97,152,2,Phone,7,Weekend,Reduce screen time
8.57,1,4,4,5.73,134,5,Studying,12,Weekday,Take a short break
7.73,3,2,3,3.09,75,4,Studying,13,Weekend,Reduce screen time
6.53,4,3,2,3.75,66,1,Exercise,21,Weekend,Reduce screen time
8.71,3,3,2,5.0,52,3,Studying,17,Weekday,Stay active
7.94,3,4,2,3.95,88,5,Relaxing,19,Weekend,Maintain habits
7.53,4,3,3,5.27,19,3,Working,18,Weekday,Take a short break
6.83,3,3,2,3.94,30,3,Studying,15,Weekend,Take a short break
7.35,3,1,2,4.51,68,3,Phone,6,Weekday,Connect socially
6.4,4,1,2,5.15,14,3,Phone,9,Weekday,Prepare for bed
5.02,3,3,3,4.47,18,3,Relaxing,16,Weekday,Stay active
6.44,3,2,2,2.34,48,2,Exercise,22,Weekend,Prepare for bed
5.45,3,3,4,3.99,106,4,Studying,12,Weekday,Maintain habits
7.54,4,2,4,4.78,18,2,Studying,18,Weekday,Take a short break
6.66,2,3,3,3.55,29,3,Studying,20,Weekday,Prepare for bed
9.4,3,4,3,4.93,24,5,Studying,21,Weekend,Stay active
7.95,2,3,4,4.68,63,3,Exercise,13,Weekday,Maintain habits
8.19,3,4,3,5.65,59,3,Phone,22,Weekend,Reduce screen time
9.15,2,5,4,3.22,55,3,Studying,17,Weekday,Maintain habits
5.82,3,3,2,2.53,51,2,Relaxing,16,Weekday,Take a short break
9.6,2,3,3,4.61,71,4,Studying,19,Weekday,Take a short break
6.38,3,4,3,6.15,34,4,Phone,12,Weekday,Connect socially
8.67,3,2,3,6.73,0,3,Studying,20,Weekday,Stay active
6.39,4,3,3,2.33,73,3,Relaxing,18,Weekend,Take a short break
7.59,2,4,4,5.73,75,3,Exercise,20,Weekday,Maintain habits
9.36,3,3,3,5.27,148,4,Exercise,20,Weekend,Maintain habits
7.96,3,4,3,4.43,22,3,Working,18,Weekday,Take a short break
8.0,3,3,3,5.7,58,3,Relaxing,7,Weekend,Stay active
9.95,3,5,4,4.1,65,5,Working,13,Weekend,Maintain habits
6.64,2,2,3,4.55,136,3,Studying,21,Weekend,Connect socially
7.42,3,3,4,3.73,8,4,Phone,18,Weekday,Stay active
6.63,3,2,4,4.06,43,4,Studying,21,Weekend,Prepare for bed
7.23,3,2,2,4.7,66,2,Studying,15,Weekday,Stay active
6.36,4,4,3,3.81,45,5,Exercise,16,Weekday,Maintain habits
7.21,4,3,3,3.15,33,4,Working,20,Weekday,Prepare for bed
6.53,3,3,3,3.61,51,3,Exercise,19,Weekday,Connect socially
7.16,4,1,2,5.32,28,3,Phone,14,Weekend,Maintain habits
7.1,4,2,1,6.66,24,3,Phone,7,Weekday,Reduce screen time
8.5,2,4,3,5.49,70,3,Exercise,21,Weekend,Prepare for bed
6.83,3,4,2,3.9,37,5,Studying,19,Weekday,Maintain habits
7.42,3,3,3,3.86,7,3,Studying,16,Weekend,Reduce screen time
6.62,4,3,2,6.21,20,3,Phone,17,Weekday,Stay active
7.09,3,3,4,2.46,161,4,Exercise,11,Weekday,Maintain habits
4.88,3,3,2,6.24,19,3,Phone,15,Weekday,Connect socially
7.3,2,3,4,5.8,50,2,Exercise,10,Weekend,Maintain habits
7.84,4,3,2,6.98,48,2,Phone,11,Weekday,Maintain habits
5.65,4,3,3,4.28,2,5,Phone,20,Weekday,Reduce screen time
7.62,3,4,3,3.8,190,3,Relaxing,14,Weekday,Maintain habits
8.83,3,4,3,4.09,18,3,Studying,20,Weekday,Prepare for bed
8.05,3,4,3,3.14,23,3,Phone,16,Weekend,Take a short break
7.2,3,3,3,4.77,14,3,Working,8,Weekday,Stay active
8.46,4,4,3,4.75,49,3,Phone,14,Weekday,Connect socially
7.51,2,4,3,3.78,3,5,Studying,10,Weekday,Maintain habits
8.59,2,4,4,4.39,217,3,Phone,18,Weekday,Maintain habits
7.37,4,3,3,4.02,49,2,Studying,21,Weekend,Maintain habits
9.05,4,3,4,4.23,0,5,Phone,19,Weekday,Maintain habits
7.86,3,3,4,5.13,144,2,Relaxing,19,Weekend,Maintain habits
8.09,1,4,3,3.95,51,5,Relaxing,20,Weekday,Maintain habits
7.51,2,3,3,5.66,37,4,Studying,19,Weekday,Take a short break
8.51,3,3,3,4.95,0,4,Studying,17,Weekday,Connect socially
9.75,4,4,3,5.11,36,2,Working,19,Weekend,Take a short break
7.09,5,2,3,2.12,45,1,Relaxing,15,Weekday,Stay active
6.48,3,2,2,4.12,20,2,Studying,8,Weekday,Stay active
5.35,2,1,1,5.44,51,3,Relaxing,19,Weekday,Prepare for bed
7.41,3,4,3,6.86,19,4,Phone,19,Weekday,Take a short break
7.93,3,3,4,4.3,26,3,Studying,12,Weekend,Reduce screen time
8.89,2,3,3,3.35,71,1,Phone,22,Weekday,Connect socially
7.8,4,2,2,5.29,126,1,Exercise,8,Weekday,Maintain habits
5.29,3,4,3,3.23,76,3,Studying,19,Weekday,Prepare for bed
6.77,3,1,2,1.9,61,1,Working,23,Weekday,Prepare for bed
7.0,3,3,2,3.96,83,4,Studying,13,Weekday,Prepare for bed
7.29,4,3,3,5.14,0,2,Phone,21,Weekday,Connect socially
7.95,4,2,3,6.67,36,3,Phone,20,Weekday,Connect socially
6.81,3,3,3,6.5,64,4,Phone,19,Weekday,Stay active
8.23,3,3,3,3.32,63,3,Relaxing,22,Weekday,Connect socially
8.86,3,4,3,2.64,0,5,Relaxing,18,Weekday,Prepare for bed
6.41,4,3,3,4.68,38,4,Phone,16,Weekday,Connect socially
9.98,3,4,4,4.13,8,2,Studying,18,Weekday,Maintain habits
8.2,3,3,3,4.83,32,1,Studying,15,Weekday,Take a short break
6.92,2,4,4,3.46,67,4,Working,14,Weekday,Maintain habits
6.58,3,3,2,4.99,40,4,Studying,9,Weekday,Take a short break
8.24,3,4,2,2.75,79,5,Exercise,14,Weekday,Maintain habits
8.84,3,5,3,6.18,45,2,Studying,20,Weekday,Connect socially
7.55,3,3,3,4.53,59,5,Studying,22,Weekday,Maintain habits
8.71,3,4,3,2.35,40,5,Relaxing,23,Weekday,Connect socially
9.19,2,3,5,2.91,32,3,Relaxing,11,Weekday,Stay active
8.87,2,4,4,2.79,63,1,Studying,17,Weekday,Connect socially
8.85,3,3,2,4.52,4,3,Phone,17,Weekday,Connect socially
7.23,2,2,3,3.44,32,3,Phone,11,Weekday,Reduce screen time
6.96,3,4,3,3.46,102,3,Studying,17,Weekday,Prepare for bed
6.95,3,3,2,3.5,28,1,Relaxing,14,Weekday,Take a short break
6.92,3,3,1,4.69,20,4,Relaxing,22,Weekday,Prepare for bed
7.31,2,3,3,3.81,7,2,Studying,12,Weekend,Maintain habits
5.9,3,3,3,6.48,33,4,Phone,20,Weekday,Take a short break
9.54,3,3,4,3.32,72,3,Relaxing,21,Weekday,Prepare for bed
6.64,3,4,3,2.41,113,4,Working,19,Weekday,Reduce screen time
7.1,2,3,4,0.81,60,3,Relaxing,11,Weekday,Connect socially
7.28,4,2,3,4.37,16,2,Relaxing,12,Weekday,Stay active
7.79,2,3,4,4.58,93,4,Phone,23,Weekend,Prepare for bed
7.61,3,3,4,2.09,88,3,Relaxing,8,Weekend,Maintain habits
8.32,2,4,3,4.07,80,3,Studying,9,Weekend,Take a short break
7.75,1,4,3,3.21,14,3,Working,23,Weekday,Maintain habits
7.79,3,3,3,5.57,34,3,Studying,19,Weekday,Stay active
7.37,3,4,2,3.32,55,4,Relaxing,19,Weekend,Reduce screen time
6.77,3,3,2,7.26,5,1,Phone,10,Weekday,Reduce screen time
9.37,3,3,4,4.86,61,5,Phone,16,Weekend,Maintain habits
7.98,4,1,4,5.38,30,1,Phone,20,Weekday,Connect socially
8.05,2,3,3,4.79,28,4,Relaxing,14,Weekday,Maintain habits
7.47,3,4,3,4.69,40,4,Relaxing,11,Weekday,Reduce screen time
7.54,3,3,3,5.46,24,3,Phone,6,Weekend,Stay active
8.86,3,2,3,3.13,35,3,Phone,18,Weekday,Connect socially
8.17,3,4,3,8.28,111,3,Phone,13,Weekday,Connect socially
8.98,3,4,4,2.38,44,4,Relaxing,20,Weekday,Maintain habits
6.71,4,2,3,2.5,20,4,Studying,13,Weekday,Stay active
7.67,2,4,2,4.45,35,3,Relaxing,10,Weekday,Stay active
8.18,4,3,3,5.75,16,4,Relaxing,22,Weekend,Stay active
7.58,4,2,3,2.61,56,2,Relaxing,22,Weekday,Connect socially
9.1,3,2,4,6.08,38,4,Studying,18,Weekend,Prepare for bed
6.36,2,3,3,2.78,121,3,Relaxing,22,Weekend,Connect socially
4.68,5,2,2,5.17,139,5,Studying,10,Weekday,Reduce screen time
8.52,2,3,2,4.44,8,4,Relaxing,16,Weekday,Maintain habits
7.4,4,2,3,7.01,54,1,Working,11,Weekday,Connect socially
8.47,4,3,2,4.36,57,4,Exercise,16,Weekday,Maintain habits
7.27,2,4,3,4.77,35,3,Studying,19,Weekday,Stay active
6.8,3,3,3,4.81,85,4,Relaxing,20,Weekend,Take a short break
7.87,3,4,3,5.69,69,3,Working,6,Weekend,Connect socially
7.68,3,3,4,2.72,168,4,Exercise,15,Weekend,Prepare for bed
6.94,3,3,3,4.94,33,2,Phone,23,Weekday,Connect socially
9.15,2,5,3,4.12,144,5,Working,17,Weekday,Take a short break
7.96,3,4,3,6.91,35,3,Phone,13,Weekday,Maintain habits
6.64,3,4,2,4.38,89,2,Exercise,15,Weekday,Connect socially
6.97,2,3,3,2.45,18,4,Relaxing,14,Weekday,Stay active
8.55,4,2,3,5.12,23,3,Relaxing,16,Weekday,Stay active
7.05,3,3,3,4.8,36,3,Studying,15,Weekday,Connect socially
7.8,2,3,3,4.5,25,4,Relaxing,16,Weekday,Maintain habits
8.49,3,3,3,4.56,26,3,Working,16,Weekday,Maintain habits
9.59,4,3,3,3.19,78,2,Studying,16,Weekday,Take a short break
7.32,3,4,3,4.95,70,3,Relaxing,7,Weekend,Connect socially
8.93,3,2,2,2.39,17,3,Studying,8,Weekend,Connect socially
7.46,3,2,2,6.6,18,1,Phone,14,Weekday,Reduce screen time
8.16,3,4,3,6.92,168,2,Relaxing,21,Weekend,Prepare for bed
8.19,3,3,3,7.35,113,3,Phone,19,Weekend,Reduce screen time
7.91,3,4,4,3.55,17,3,Relaxing,9,Weekday,Connect socially
9.49,2,4,4,4.89,31,3,Studying,16,Weekday,Stay active
7.6,4,4,3,5.38,60,5,Relaxing,17,Weekday,Prepare for bed
8.55,3,3,3,5.82,53,3,Phone,16,Weekday,Reduce screen time
7.53,3,3,3,3.68,32,4,Relaxing,18,Weekend,Stay active
7.65,3,3,4,3.64,63,3,Relaxing,23,Weekday,Maintain habits
5.31,2,5,2,3.1,50,4,Relaxing,9,Weekday,Stay active
4.84,3,3,1,3.45,65,3,Studying,16,Weekday,Connect socially
9.92,2,3,4,6.36,89,2,Relaxing,16,Weekday,Maintain habits
9.07,3,3,3,4.36,29,3,Studying,17,Weekend,Stay active
6.59,4,3,3,3.83,61,4,Phone,10,Weekday,Take a short break
7.9,3,3,4,5.96,31,3,Phone,18,Weekday,Maintain habits
8.25,3,3,5,6.35,55,3,Studying,8,Weekday,Take a short break
8.07,3,3,3,4.68,83,4,Relaxing,19,Weekday,Take a short break
4.85,5,2,2,4.73,4,4,Studying,18,Weekday,Reduce screen time
6.1,4,4,3,0.64,97,3,Relaxing,14,Weekday,Take a short break
7.03,4,3,2,2.91,179,4,Relaxing,23,Weekday,Prepare for bed
6.47,3,3,3,4.51,160,4,Studying,20,Weekday,Reduce screen time
7.48,5,3,3,7.77,25,3,Phone,17,Weekend,Take a short break
6.16,1,4,3,4.41,15,4,Studying,23,Weekday,Prepare for bed
8.22,2,2,4,5.12,118,1,Studying,20,Weekday,Take a short break
7.54,3,3,4,5.67,12,1,Phone,10,Weekday,Connect socially
7.14,3,3,3,4.09,105,3,Relaxing,17,Weekend,Prepare for bed
7.04,4,3,1,2.96,23,4,Exercise,17,Weekday,Prepare for bed
7.48,4,2,3,5.37,7,3,Phone,18,Weekday,Stay active
8.93,3,3,3,7.76,99,3,Phone,22,Weekday,Maintain habits
6.81,3,1,3,1.21,53,2,Relaxing,16,Weekday,Connect socially
8.29,3,3,5,3.63,59,4,Exercise,8,Weekend,Maintain habits
6.45,4,4,2,3.44,105,3,Exercise,16,Weekday,Take a short break
6.41,4,3,2,3.75,75,3,Exercise,19,Weekend,Maintain habits
9.88,3,4,2,5.3,43,5,Studying,14,Weekend,Stay active
6.53,3,3,2,4.77,43,3,Exercise,7,Weekday,Prepare for bed
6.52,4,3,2,4.43,26,3,Studying,13,Weekend,Prepare for bed
7.63,4,2,4,4.97,63,2,Phone,18,Weekday,Connect socially
6.94,4,3,4,5.13,23,1,Relaxing,9,Weekend,Connect socially
7.74,2,5,3,5.43,21,5,Working,14,Weekday,Stay active
6.1,4,2,3,6.23,29,4,Relaxing,10,Weekday,Maintain habits
8.78,3,3,3,3.82,107,4,Working,16,Weekday,Take a short break
6.89,3,3,2,2.07,41,5,Relaxing,10,Weekday,Maintain habits
7.12,4,1,2,5.32,41,2,Studying,9,Weekday,Reduce screen time
9.0,3,5,3,4.29,3,4,Studying,18,Weekend,Take a short break
8.26,3,3,2,5.04,37,2,Relaxing,10,Weekday,Stay active
7.75,5,3,2,7.5,27,4,Studying,10,Weekday,Take a short break
9.22,3,3,3,4.9,31,4,Phone,17,Weekday,Stay active
7.78,3,3,3,3.87,34,4,Studying,7,Weekday,Maintain habits
5.62,3,3,3,2.88,26,3,Relaxing,7,Weekday,Stay active
7.92,2,4,3,6.33,61,5,Exercise,15,Weekend,Maintain habits
7.27,3,3,3,1.01,0,3,Relaxing,14,Weekday,Stay active
6.0,3,4,3,4.5,26,5,Relaxing,17,Weekday,Maintain habits
8.06,2,4,4,4.82,234,3,Relaxing,23,Weekday,Take a short break
5.89,3,3,2,5.06,40,3,Phone,15,Weekday,Prepare for bed
7.08,3,3,4,2.52,39,5,Working,17,Weekday,Stay active
6.38,3,3,3,2.61,36,4,Working,21,Weekday,Stay active
8.26,2,2,3,3.33,82,2,Exercise,16,Weekday,Connect socially
6.17,4,3,2,6.52,17,3,Phone,19,Weekend,Stay active
7.68,3,2,3,3.95,128,1,Exercise,17,Weekday,Connect socially
8.7,3,4,3,2.79,104,4,Relaxing,18,Weekday,Connect socially
6.77,5,2,3,7.14,22,3,Phone,22,Weekend,Prepare for bed
8.11,4,2,3,5.69,31,3,Studying,6,Weekend,Take a short break
6.18,4,2,3,4.5,67,1,Phone,21,Weekend,Connect socially
6.94,4,2,2,3.06,45,3,Working,16,Weekend,Take a short break
6.87,5,1,2,5.82,39,3,Studying,17,Weekend,Take a short break
10.09,2,4,4,3.52,119,5,Relaxing,16,Weekend,Maintain habits
6.4,2,4,3,4.41,84,5,Working,12,Weekday,Maintain habits
7.14,3,2,3,5.7,19,3,Relaxing,8,Weekend,Take a short break
7.54,3,3,3,1.98,71,5,Studying,22,Weekday,Maintain habits
6.65,4,3,1,4.27,32,4,Exercise,18,Weekday,Stay active
8.45,3,3,2,4.07,39,4,Exercise,21,Weekday,Reduce screen time
7.97,3,3,4,3.14,78,3,Relaxing,13,Weekend,Reduce screen time
7.7,3,4,3,3.86,40,4,Phone,13,Weekend,Reduce screen time
7.0,3,3,2,3.1,45,5,Exercise,14,Weekday,Take a short break
6.76,3,3,3,1.99,32,4,Relaxing,12,Weekend,Prepare for bed
9.16,4,4,3,2.06,48,3,Exercise,16,Weekend,Maintain habits
8.01,4,4,3,6.28,138,1,Phone,22,Weekday,Connect socially
9.27,1,3,5,2.81,37,3,Relaxing,21,Weekday,Take a short break
8.4,2,3,3,3.21,11,4,Phone,16,Weekday,Prepare for bed
7.37,3,3,3,4.25,24,2,Studying,14,Weekend,Stay active
6.76,3,3,4,3.35,17,3,Relaxing,18,Weekday,Maintain habits
9.63,1,4,4,3.32,32,4,Studying,18,Weekend,Maintain habits
7.17,5,3,2,6.77,0,5,Phone,18,Weekday,Take a short break
7.93,3,3,3,7.22,31,4,Studying,17,Weekend,Reduce screen time
7.11,3,3,3,4.95,38,3,Studying,7,Weekday,Take a short break
7.87,3,2,2,2.34,13,2,Working,8,Weekend,Take a short break
7.63,4,3,3,4.53,81,4,Phone,23,Weekday,Reduce screen time
8.73,2,3,3,5.11,30,4,Studying,19,Weekday,Stay active
10.79,3,3,4,3.69,41,3,Working,22,Weekend,Stay active
7.75,2,4,3,3.42,82,5,Exercise,14,Weekend,Maintain habits
7.72,2,3,3,4.4,41,3,Studying,17,Weekend,Reduce screen time
7.38,3,3,3,6.05,20,4,Studying,14,Weekday,Maintain habits
8.03,2,3,4,1.75,59,4,Exercise,21,Weekday,Maintain habits
7.09,3,3,3,4.02,15,5,Exercise,13,Weekday,Take a short break
5.73,4,2,1,1.5,77,3,Relaxing,18,Weekday,Maintain habits
5.75,3,2,3,5.74,12,3,Studying,11,Weekday,Reduce screen time
9.04,2,4,4,4.05,22,5,Studying,9,Weekday,Take a short break
7.31,3,3,4,3.6,14,3,Working,10,Weekend,Take a short break
6.85,3,1,3,5.28,76,1,Relaxing,17,Weekend,Maintain habits
10.38,2,5,5,3.08,34,3,Exercise,20,Weekend,Prepare for bed
8.53,3,2,4,3.66,23,3,Phone,23,Weekend,Reduce screen time
6.86,3,2,2,6.6,38,4,Studying,18,Weekday,Reduce screen time
6.08,3,3,2,3.53,111,1,Exercise,17,Weekday,Connect socially
8.77,3,3,3,3.81,64,3,Exercise,19,Weekday,Connect socially
6.45,3,3,3,5.78,57,3,Relaxing,8,Weekend,Maintain habits
5.86,5,3,1,7.35,42,4,Phone,20,Weekday,Reduce screen time
7.78,3,2,3,4.15,34,3,Relaxing,19,Weekday,Stay active
6.1,4,3,3,6.97,55,4,Studying,17,Weekday,Take a short break
6.14,5,3,1,5.14,32,4,Studying,7,Weekday,Maintain habits
7.81,3,3,3,7.0,118,2,Phone,11,Weekday,Reduce screen time
8.27,3,3,3,3.45,20,4,Studying,14,Weekend,Take a short break
5.66,3,4,2,3.45,101,3,Studying,22,Weekday,Stay active
7.98,4,3,3,5.32,27,3,Phone,18,Weekday,Reduce screen time
6.06,3,3,2,3.42,37,4,Studying,16,Weekend,Maintain habits
7.53,4,3,3,7.05,7,2,Phone,16,Weekday,Stay active
6.57,3,4,4,3.78,37,3,Studying,19,Weekend,Take a short break
7.81,3,4,4,2.84,56,5,Exercise,14,Weekday,Maintain habits
7.4,2,3,4,1.73,34,2,Relaxing,9,Weekday,Reduce screen time
6.74,2,3,2,4.28,3,5,Phone,18,Weekday,Maintain habits
6.56,3,4,3,0.94,41,3,Relaxing,14,Weekday,Connect socially
7.96,4,2,2,4.52,50,1,Phone,14,Weekend,Connect socially
6.68,3,3,4,0.8,193,2,Studying,16,Weekday,Connect socially
6.48,4,3,2,2.7,57,1,Studying,12,Weekday,Maintain habits
7.06,3,2,3,2.87,71,4,Exercise,21,Weekday,Connect socially
8.66,2,3,4,5.0,16,3,Phone,20,Weekend,Stay active
6.41,4,3,2,4.91,57,3,Exercise,23,Weekend,Prepare for bed
7.21,3,3,3,4.53,30,4,Relaxing,22,Weekend,Maintain habits
8.6,2,4,3,4.45,32,5,Studying,13,Weekday,Take a short break
6.85,4,3,4,4.98,37,4,Exercise,15,Weekday,Connect socially
9.88,2,5,4,4.4,46,3,Studying,18,Weekday,Maintain habits
8.6,2,3,4,3.29,185,2,Relaxing,6,Weekday,Maintain habits
7.28,4,3,3,6.25,57,3,Relaxing,23,Weekend,Prepare for bed
6.37,3,3,1,3.98,114,3,Studying,6,Weekday,Maintain habits
8.07,2,4,4,2.9,183,5,Phone,17,Weekday,Maintain habits
9.62,3,3,2,3.91,38,4,Exercise,18,Weekday,Take a short break
6.88,4,2,2,5.97,49,3,Phone,21,Weekend,Connect socially
9.03,2,4,4,2.9,45,3,Exercise,18,Weekday,Connect socially
8.42,3,3,3,5.69,16,3,Studying,17,Weekday,Stay active
6.36,2,4,3,4.33,23,3,Studying,13,Weekday,Connect socially
8.93,3,4,3,2.67,33,2,Studying,17,Weekday,Connect socially
7.36,4,2,2,2.34,25,4,Studying,19,Weekday,Maintain habits
7.94,3,4,3,1.78,78,3,Exercise,16,Weekday,Maintain habits
7.32,3,3,3,7.64,144,3,Phone,19,Weekday,Connect socially
5.53,4,1,2,4.19,63,2,Working,8,Weekday,Take a short break
6.48,4,3,3,4.49,134,3,Studying,14,Weekday,Take a short break
7.91,2,3,3,4.24,24,3,Phone,22,Weekday,Prepare for bed
9.11,3,3,3,5.17,29,2,Studying,14,Weekend,Reduce screen time
7.42,4,2,2,4.2,34,1,Working,18,Weekend,Prepare for bed
6.76,3,2,3,3.74,71,3,Working,16,Weekday,Reduce screen time
8.73,2,4,3,4.75,33,3,Phone,22,Weekday,Reduce screen time
10.1,2,4,4,1.66,157,4,Exercise,10,Weekend,Reduce screen time
8.23,3,4,3,4.86,23,5,Studying,13,Weekday,Maintain habits
7.17,4,3,4,6.5,33,5,Relaxing,20,Weekday,Reduce screen time
8.6,3,4,4,5.62,34,4,Phone,18,Weekend,Stay active
7.88,3,2,2,3.89,12,1,Relaxing,17,Weekday,Reduce screen time
8.6,3,3,4,3.06,27,3,Studying,15,Weekend,Take a short break
8.44,3,3,3,3.38,85,4,Studying,15,Weekday,Take a short break
7.95,3,3,4,3.03,46,5,Relaxing,22,Weekday,Prepare for bed
9.42,2,4,4,1.5,66,5,Relaxing,18,Weekday,Maintain habits
7.68,3,4,4,3.56,87,4,Studying,22,Weekday,Prepare for bed
6.62,4,3,3,4.08,31,4,Relaxing,23,Weekday,Prepare for bed
8.4,4,3,3,4.27,39,2,Studying,17,Weekday,Take a short break
8.01,3,3,2,6.82,33,3,Phone,17,Weekend,Stay active
7.89,3,3,4,4.55,19,2,Relaxing,18,Weekday,Maintain habits
8.24,3,4,3,2.73,48,3,Exercise,20,Weekday,Maintain habits
9.03,4,4,3,5.62,109,4,Phone,18,Weekend,Prepare for bed
6.14,4,1,3,3.16,80,2,Relaxing,9,Weekend,Prepare for bed
7.93,3,4,4,3.61,92,4,Relaxing,22,Weekday,Reduce screen time
6.72,4,2,3,4.25,19,4,Working,18,Weekday,Stay active
7.87,4,3,4,5.07,4,4,Studying,21,Weekend,Take a short break
5.01,3,2,3,4.95,51,5,Phone,15,Weekday,Take a short break
8.75,2,4,4,2.52,121,4,Phone,16,Weekend,Stay active
8.78,1,4,4,3.72,43,4,Studying,18,Weekend,Stay active
9.01,2,5,4,2.9,89,4,Relaxing,19,Weekend,Maintain habits
7.6,1,4,2,2.72,101,2,Studying,9,Weekday,Maintain habits
6.32,4,1,4,2.85,109,4,Studying,15,Weekday,Maintain habits
5.6,5,3,1,4.0,52,5,Working,19,Weekday,Take a short break
8.41,4,4,4,5.54,38,3,Phone,23,Weekday,Connect socially
8.77,4,3,3,4.9,69,1,Relaxing,6,Weekend,Connect socially
7.41,3,4,4,2.99,94,3,Working,12,Weekday,Maintain habits
7.26,2,3,4,1.75,75,2,Working,16,Weekday,Stay active
8.41,2,3,3,2.65,56,3,Studying,12,Weekday,Reduce screen time
6.63,3,3,2,6.01,24,4,Studying,7,Weekend,Take a short break
6.94,3,3,3,4.94,41,2,Studying,17,Weekday,Connect socially
8.8,3,3,3,5.14,58,3,Relaxing,18,Weekday,Reduce screen time
5.77,3,2,3,3.97,144,4,Relaxing,15,Weekday,Reduce screen time
8.2,2,4,4,3.3,65,5,Relaxing,14,Weekday,Maintain habits
6.34,4,2,2,3.4,62,2,Phone,23,Weekday,Prepare for bed
6.78,2,3,3,5.33,17,3,Relaxing,16,Weekday,Stay active
7.17,2,3,3,4.6,0,1,Studying,20,Weekday,Stay active
7.68,3,3,4,4.33,4,3,Phone,13,Weekday,Stay active
7.43,3,2,4,2.3,134,3,Phone,20,Weekday,Stay active
7.88,4,3,3,5.73,29,2,Relaxing,20,Weekday,Maintain habits
8.08,4,3,3,5.36,58,2,Working,13,Weekday,Take a short break
6.43,3,3,4,3.64,21,3,Relaxing,18,Weekday,Maintain habits
7.06,4,3,2,4.01,17,1,Working,18,Weekday,Connect socially
7.08,2,4,3,3.11,63,5,Exercise,15,Weekday,Take a short break
8.41,4,2,3,3.51,93,5,Working,19,Weekday,Take a short break
7.0,2,4,3,1.01,19,4,Relaxing,13,Weekday,Maintain habits
6.0,4,3,3,5.7,10,1,Phone,16,Weekday,Reduce screen time
6.87,3,3,4,3.61,10,3,Relaxing,23,Weekday,Prepare for bed
8.99,4,3,4,3.61,37,3,Working,11,Weekend,Take a short break
7.75,3,3,3,3.89,33,3,Phone,10,Weekday,Prepare for bed
7.86,3,4,4,4.53,13,4,Phone,10,Weekday,Stay active
6.19,4,1,3,4.86,49,4,Studying,23,Weekday,Take a short break
8.81,2,3,5,5.33,27,2,Phone,10,Weekday,Reduce screen time
7.92,3,2,4,3.93,10,2,Working,11,Weekday,Prepare for bed
8.33,3,4,4,3.95,162,3,Studying,18,Weekend,Maintain habits
7.54,3,3,3,3.89,57,4,Exercise,19,Weekend,Take a short break
8.91,3,4,3,5.49,27,4,Studying,17,Weekday,Stay active
5.83,4,2,3,4.34,35,2,Relaxing,23,Weekday,Prepare for bed
5.7,4,2,2,4.28,33,3,Relaxing,7,Weekday,Take a short break
6.71,3,3,2,6.53,52,3,Relaxing,18,Weekday,Prepare for bed
7.0,3,4,4,4.0,58,4,Studying,17,Weekday,Connect socially
7.35,3,3,3,2.67,111,3,Studying,14,Weekday,Take a short break
7.73,4,3,3,6.26,69,4,Phone,21,Weekday,Prepare for bed
8.98,3,4,3,1.58,52,3,Relaxing,17,Weekend,Prepare for bed
7.4,4,3,3,2.85,105,1,Studying,12,Weekday,Maintain habits
6.87,3,3,2,3.81,11,4,Studying,9,Weekday,Take a short break
7.11,2,4,3,0.38,41,5,Exercise,9,Weekday,Stay active
8.17,2,4,3,4.31,112,5,Relaxing,21,Weekday,Maintain habits
6.8,3,3,2,5.24,153,4,Phone,12,Weekday,Reduce screen time
7.26,4,3,3,2.42,39,4,Studying,21,Weekday,Take a short break
7.36,3,4,3,3.94,64,3,Working,9,Weekend,Maintain habits
7.96,3,3,3,7.38,47,5,Exercise,23,Weekday,Prepare for bed
8.0,3,3,4,4.13,18,3,Relaxing,20,Weekday,Stay active
8.39,2,4,2,6.06,45,4,Studying,9,Weekday,Maintain habits
7.24,2,4,3,3.32,46,3,Exercise,9,Weekday,Connect socially
7.32,3,3,1,6.61,2,5,Phone,20,Weekday,Take a short break
