sleep,stress,mood,energy,screen_time,hour,activity,social,day_type,prediction,top_probability,second_probability,probability_margin,entropy,normalised_entropy,certainty_score,certainty,probability_mae,top1_correct
6.7,3,2,4,2.78,12,Working,High,Weekday,Take a short break,0.344193242225322,0.21486291406396799,0.129330328161354,1.6142178439661858,0.9009121322861715,0.26523576225710843,Low,0.003177882752608435,True
6.12,5,3,1,5.16,19,Studying,Low,Weekday,Take a short break,0.5909357298273109,0.2475814732275982,0.34335425659971275,1.0870587111163599,0.6066990183591429,0.5849292543702602,High,0.004154182699017717,True
7.23,4,3,3,3.84,12,Working,Low,Weekday,Connect socially,0.5102777587295794,0.3534594998840482,0.1568182588455312,1.155687643148057,0.6450015546148963,0.4103974616972033,Moderate,0.001585669526285851,True
7.22,3,3,3,4.31,6,Phone,High,Weekend,Take a short break,0.2989416525913033,0.19266616878110912,0.10627548381019417,1.700932269277265,0.9493083745275692,0.21905490742770856,Low,0.0026356681922740425,True
6.91,3,4,4,4.76,8,Relaxing,High,Weekday,Stay active,0.32853984173145495,0.2052739586801001,0.12326588305135486,1.6585980352358018,0.925681188642121,0.2489928091866789,Low,0.0024858800509551435,True
7.89,4,3,4,4.8,17,Studying,Medium,Weekend,Take a short break,0.41694649859622057,0.21604860086953234,0.20089789772668823,1.5368937037079808,0.8577567079191282,0.3567031111931554,Low,0.0030807311312419663,True
5.84,3,3,2,5.14,16,Working,Medium,Weekday,Take a short break,0.49231687045722683,0.21459373979728377,0.27772313065994303,1.4073257281321192,0.7854434438895074,0.45886009438981074,Moderate,0.0013856104084860501,True
8.78,3,4,5,5.02,13,Exercise,Low,Weekday,Connect socially,0.6172456847780836,0.1453479094915824,0.47189777528650123,1.2384538392592561,0.6911942481837811,0.6698501512139323,High,0.005048362352892236,True
8.1,2,3,4,6.18,6,Studying,Low,Weekday,Connect socially,0.6396864500405234,0.11597193209931031,0.523714517941213,1.2096851884150837,0.6751381584361059,0.7028312708310144,High,0.0019530692824547384,True
7.29,2,4,3,4.62,17,Studying,Low,Weekend,Connect socially,0.4529520406326045,0.14061792451614014,0.3123341161164644,1.5428213175050025,0.8610649721693378,0.4502493051323295,Moderate,0.0024630521860331497,True
7.23,4,3,2,5.22,20,Phone,Medium,Weekday,Take a short break,0.4675644421600189,0.24548038244074358,0.22208405971927533,1.4111667871799813,0.78758717976133,0.4083454048232352,Moderate,0.0016434767749860628,True
7.92,5,4,2,5.05,8,Phone,Medium,Weekday,Take a short break,0.6611533363828991,0.1023456824374576,0.5588076539454415,1.1636370188823912,0.6494381856866769,0.7176313642349692,High,0.0016102053546503587,True
7.47,2,4,3,3.61,19,Exercise,Medium,Weekday,Prepare for bed,0.39459224064597676,0.20413881793266,0.19045342271331675,1.5805780533193738,0.8821374076512265,0.33445642265976594,Low,0.0027351697375889127,True
9.22,3,3,4,3.02,18,Exercise,High,Weekday,Maintain habits,0.31879113056402647,0.28122795011665797,0.037563180447368505,1.6308929508538288,0.9102186866390429,0.1877064977391613,Low,0.002869079457634982,True
7.0,4,3,2,4.23,16,Relaxing,Low,Weekday,Connect socially,0.4903785857058371,0.36343903137960815,0.12693955432622894,1.1742731999643437,0.6553743513744379,0.3784531813210994,Low,0.0010966240215539585,True
8.5,3,4,4,1.75,8,Exercise,Low,Weekday,Connect socially,0.6271793087649837,0.17337472642221363,0.4538045823427701,1.1664941442730394,0.651032777728587,0.6696873410384644,High,0.0031109663396010723,True
5.85,4,3,3,6.91,22,Phone,Medium,Weekday,Prepare for bed,0.5742352946802215,0.17778347263908031,0.39645182204114116,1.2377793270373378,0.6908177957449898,0.5977585988859005,High,0.0026735157103737524,True
6.71,4,3,3,5.06,16,Relaxing,High,Weekend,Take a short break,0.48453107025020264,0.1856716656113587,0.298859404638844,1.4628401329927714,0.8164266231689055,0.4639552402260009,Moderate,0.002654912338695073,True
9.72,2,5,3,7.2,15,Phone,Medium,Weekend,Reduce screen time,0.48867817947886,0.18566199235857214,0.3030161871202879,1.4505678079623299,0.8095773081569253,0.4701010501183035,Moderate,0.002898351331839341,True
6.8,2,4,4,3.32,20,Working,Medium,Weekday,Prepare for bed,0.4504479156630872,0.21663177582680182,0.23381613983628535,1.4796168546237491,0.8257898897898464,0.4012148819758197,Moderate,0.00375756396447445,True
6.02,3,4,3,6.32,20,Relaxing,Medium,Weekday,Prepare for bed,0.5524246854576687,0.11687240672078685,0.4355522787368818,1.3791422300046317,0.7697139340911694,0.5995349167535343,High,0.0032974417839698304,True
7.2,2,3,4,5.46,19,Relaxing,Low,Weekday,Connect socially,0.5986950662997212,0.14334512674016117,0.45534993955956005,1.2658671391022498,0.7064939021349915,0.6468589570995682,High,0.0034845021884343376,True
8.58,2,3,2,4.14,20,Phone,Medium,Weekday,Prepare for bed,0.22819068749955995,0.2003336517449745,0.027857035754585452,1.7567653235884708,0.980469395451466,0.12609185531271858,Low,0.0030694271411324664,True
6.45,3,2,3,2.67,10,Exercise,Low,Weekday,Connect socially,0.8059125968404917,0.09742596356760774,0.7084866332728839,0.7107692316186136,0.39668786119201305,0.8333230963398187,High,0.0035503803587480253,True
7.21,3,4,3,4.71,19,Working,Medium,Weekday,Take a short break,0.30290376081172365,0.2816260531706206,0.02127770764110304,1.637750122844317,0.914045747195024,0.16839193827504298,Low,0.0012924951155064378,True
6.0,1,5,4,5.24,14,Exercise,High,Weekend,Prepare for bed,0.396403991893667,0.2464346589505417,0.14996933294312528,1.5142144680168852,0.8450991854778673,0.31434049231676436,Low,0.005179212328748731,True
7.46,3,2,3,5.61,21,Studying,Low,Weekend,Connect socially,0.6190582808175193,0.165595424621964,0.4534628561955554,1.15361475166354,0.6438446518496999,0.6672312953348325,High,0.002148932174787714,True
8.3,3,2,4,3.13,14,Studying,Low,Weekday,Connect socially,0.7959918677711743,0.09236858005530613,0.7036232877158681,0.7765139891607536,0.43338070901631665,0.821520198693765,High,0.002026636080755963,True
7.13,4,3,1,7.26,8,Exercise,High,Weekend,Take a short break,0.7298289292728773,0.10671451255006321,0.6231144167228141,0.9620969809053616,0.5369565488161547,0.7710317084095639,High,0.005872658488539001,True
5.91,4,3,3,2.98,15,Relaxing,High,Weekday,Take a short break,0.480779355850507,0.2329424796469355,0.2478368762035715,1.4057961829146104,0.784589788449825,0.4329185657852632,Moderate,0.002603820344470587,True
6.44,4,2,3,7.14,19,Phone,Medium,Weekday,Take a short break,0.2789352337957525,0.24880099447554987,0.03013423932020265,1.5767570298116849,0.8800048538272831,0.1706138519667739,Low,0.0034941600694246796,True
6.61,1,3,4,2.1,16,Studying,Low,Weekday,Connect socially,0.6253245190052941,0.11959747310743701,0.5057270458978571,1.1978155088282143,0.6685135641249157,0.6976933207273991,High,0.0020668203177623755,True
8.05,2,4,3,4.41,19,Phone,Medium,Weekday,Stay active,0.2164428242764123,0.20988614769126324,0.006556676585149052,1.7568858966332774,0.9805366885490483,0.10588160682418021,Low,0.0015013014314288222,True
8.35,2,4,3,5.15,7,Exercise,Medium,Weekend,Maintain habits,0.26458978997889593,0.2079951734388384,0.05659461654005754,1.7194735004333284,0.9596564326651112,0.16675035053552117,Low,0.00183367478300502,True
8.55,2,3,3,6.37,11,Studying,Medium,Weekend,Take a short break,0.22499083192499222,0.22364892419845503,0.0013419077265371948,1.7217768832627196,0.9609419750992102,0.1099968147549805,Low,0.00151723795383459,False
7.28,5,3,2,6.86,17,Phone,Medium,Weekday,Take a short break,0.5829434331312578,0.17964632999659566,0.40329710313466216,1.2530139308404724,0.6993203900188173,0.604768439099566,High,0.0018540018633067415,True
7.3,3,3,3,5.54,15,Phone,Low,Weekend,Connect socially,0.5934918270271845,0.11946924476251485,0.47402258226466965,1.2955729324719834,0.7230730210847754,0.6542725255305467,High,0.00206012418654034,True
6.43,2,3,4,2.93,18,Studying,High,Weekday,Prepare for bed,0.3624354608395642,0.255480145417878,0.10695531542168618,1.5701860227097613,0.8763375049365558,0.26269717718567304,Low,0.00271025113703618,True
7.7,4,2,2,5.85,22,Studying,Medium,Weekday,Take a short break,0.5927603618087683,0.2226491090473606,0.37011125276140777,1.1517288405859798,0.6427921048365828,0.5972616187796147,High,0.001835808284780252,True
8.92,2,4,5,3.54,18,Exercise,Low,Weekday,Connect socially,0.5829876805118787,0.23643387909613603,0.34655380141574266,1.2106584711556385,0.6756813578762485,0.5697958456461155,Moderate,0.002188429431759341,True
6.96,3,2,3,6.18,15,Exercise,Medium,Weekend,Connect socially,0.3649885206395246,0.2738184477618333,0.0911700728776913,1.51261399399436,0.8442059439183768,0.2592226965184946,Low,0.0014766794752486291,True
6.18,4,3,2,5.81,17,Studying,Medium,Weekday,Take a short break,0.6857318521543678,0.12671906099210803,0.5590127911622598,1.0637281952839746,0.5936780095501666,0.7398437315594322,High,0.0010613597956140922,True
6.06,3,5,3,5.03,21,Exercise,Medium,Weekday,Prepare for bed,0.726506418182853,0.09020781724005071,0.6362986009428023,1.0052132638686453,0.5610202045153538,0.764723847279213,High,0.0044929807963597435,True
8.12,4,3,4,3.07,18,Relaxing,Medium,Weekday,Take a short break,0.2933531585624214,0.2740369125156081,0.019316246046813312,1.6036505252526987,0.8950143994180204,0.16652741370225488,Low,0.002720570766078364,True
7.91,3,3,2,3.6,20,Relaxing,High,Weekend,Take a short break,0.41240283264446675,0.31226182241504774,0.10014101022941901,1.4450529501755787,0.8064994074222205,0.29438010036615925,Low,0.0008077838936326592,True
8.53,3,4,5,6.24,13,Phone,Medium,Weekend,Reduce screen time,0.35242730740047745,0.2610407451033433,0.09138656229713416,1.5949295995504813,0.890147158110249,0.24453345031615897,Low,0.0038841285627915834,True
7.42,3,4,4,4.8,19,Relaxing,Low,Weekend,Connect socially,0.4721118815716191,0.16072245081966086,0.31138943075195824,1.4940298664941005,0.8338339448752987,0.46365615925853965,Moderate,0.0017376989921390567,True
8.6,2,5,4,6.38,10,Exercise,Medium,Weekend,Maintain habits,0.3068021195340811,0.303771284637578,0.0030308348965030762,1.6186274544424635,0.9033731827519337,0.15950790166750192,Low,0.003984058123050011,True
7.65,3,3,3,5.33,19,Relaxing,Medium,Weekend,Prepare for bed,0.2297780443700854,0.2289076586428337,0.0008703857272517046,1.7158631236066202,0.957641442992271,0.11248110137716041,Low,0.0010029745352768266,False
5.63,3,2,2,5.29,21,Studying,Low,Weekday,Connect socially,0.44606085517101246,0.3221982620096629,0.12386259316134957,1.222412706559443,0.6822415215620967,0.350982895727481,Low,0.003204544442478419,True
8.22,4,2,4,7.38,21,Phone,High,Weekday,Reduce screen time,0.38594187570285193,0.21503820712679678,0.17090366857605516,1.5328266591538497,0.8554868471348103,0.3222090426425599,Low,0.007024104636317991,True
7.91,4,3,4,3.52,9,Studying,Medium,Weekend,Take a short break,0.4397020983412811,0.22420593747625334,0.21549616086502776,1.464995724020049,0.8176296814277277,0.3851873205735504,Moderate,0.002346657606523673,True
6.92,2,4,4,5.04,20,Relaxing,Medium,Weekday,Prepare for bed,0.44937153847881284,0.2152337222749823,0.23413781620383053,1.4943638265777464,0.8340203315468254,0.399309597348782,Moderate,0.003421470143751088,True
7.55,3,2,4,4.24,9,Phone,Medium,Weekday,Connect socially,0.3958873935207282,0.16885450222671977,0.22703289129400844,1.6152038478902984,0.9014624315540399,0.3567798646793256,Low,0.0025747049865490618,True
5.73,4,3,3,5.58,16,Studying,Medium,Weekday,Take a short break,0.5315185325400856,0.16115689880156764,0.370361633738518,1.373157569739379,0.7663738316008328,0.5451617169398345,Moderate,0.0020443086837772795,True
8.4,4,3,3,6.39,18,Relaxing,High,Weekend,Take a short break,0.5011535149010901,0.14855372953109405,0.35259978536999603,1.46020165581401,0.8149540610175259,0.5093481192609826,Moderate,0.0012454578965789599,True
6.62,4,2,2,4.38,16,Exercise,Medium,Weekday,Take a short break,0.6188273973003833,0.2112403248105031,0.4075870724898802,1.0824773046814933,0.6041420867432936,0.6429548621794299,High,0.003310943210159062,True
7.79,3,4,3,2.3,14,Relaxing,Medium,Weekend,Take a short break,0.25383590444637594,0.24115817043543752,0.012677734010938413,1.6747689787098867,0.9347063640363674,0.13615929800125257,Low,0.002017974744380128,True
8.45,4,3,3,5.34,18,Working,High,Weekday,Take a short break,0.6709449281280787,0.10338246961931837,0.5675624585087603,1.1483445572809892,0.6409033003608076,0.7237445575854738,High,0.002504808631240793,True
7.92,3,3,2,7.31,18,Phone,Medium,Weekday,Reduce screen time,0.36002553743270177,0.2846996053448069,0.07532593208789484,1.547383380974647,0.8636111082707475,0.2420174226520927,Low,0.0007255522174769736,True
7.76,2,3,3,3.57,17,Relaxing,High,Weekend,Stay active,0.26723055973931226,0.20636752444209916,0.0608630352972131,1.7004309924564567,0.9490286066070323,0.17305215526933324,Low,0.0013135530925190732,True
7.14,2,3,3,3.43,17,Relaxing,High,Weekday,Prepare for bed,0.29205043648245743,0.2452852983185326,0.04676513816392483,1.663396997105953,0.9283595402582667,0.1784863850801999,Low,0.0004622297554974936,True
4.56,3,3,3,6.01,19,Studying,Medium,Weekday,Prepare for bed,0.42705806862593504,0.23711106663399895,0.1899470019919361,1.5045469998429402,0.8397036687581426,0.3571982985243975,Low,0.0024653105477167162,True
6.39,3,3,4,3.01,15,Exercise,Low,Weekday,Connect socially,0.7282085860870342,0.1081772395833888,0.6200313465036454,0.9670347519160866,0.5397123712887171,0.769751389481422,High,0.0013725723461120623,True
8.13,2,3,4,2.89,8,Studying,Medium,Weekend,Stay active,0.2768230125878104,0.2598358723243421,0.016987140263468314,1.6291317996209707,0.9092357694210209,0.1546141999647383,Low,0.002646878709461918,True
6.45,5,3,3,3.28,17,Working,High,Weekday,Take a short break,0.7017415400387955,0.13202730852468209,0.5697142315141135,1.0238929746360166,0.5714455495955275,0.7514945830983525,High,0.0032364591141400886,True
5.86,4,3,3,4.0,19,Relaxing,Medium,Weekday,Prepare for bed,0.35033252864315756,0.33528211904679767,0.015050409596359893,1.461897119453416,0.8159003172916096,0.20500486114855093,Low,0.001632359270671636,True
8.45,3,3,3,5.04,13,Exercise,Medium,Weekend,Take a short break,0.3362714740967918,0.3118609438152072,0.02441053028158463,1.562095771025787,0.8718222495002557,0.19404508464061443,Low,0.002442440529963584,True
9.32,2,4,3,4.28,10,Studying,Medium,Weekend,Stay active,0.2603828278460791,0.2369180351784306,0.023464792667648476,1.6690033154422694,0.9314884860975939,0.14729993017857074,Low,0.0031922066867180465,True
6.49,3,4,3,5.69,21,Studying,Low,Weekday,Prepare for bed,0.4559843494046815,0.2634851541081183,0.19249919529656323,1.4170104579425629,0.7908485945119935,0.3817726750373022,Moderate,0.003031919782880988,True
8.17,2,3,2,4.72,20,Exercise,High,Weekday,Prepare for bed,0.41708677635060265,0.2466934377131286,0.17039333863747405,1.5169537274785205,0.846627995292287,0.33763878734554564,Low,0.004925562440785461,True
8.01,3,2,3,5.82,18,Studying,Medium,Weekday,Take a short break,0.388932276305,0.2898355525636618,0.09909672374133821,1.5238469452998045,0.8504751734094781,0.27429219627429113,Low,0.002256512668445733,True
6.22,5,2,3,7.07,19,Phone,High,Weekday,Take a short break,0.41009385455206415,0.23982361817985715,0.170270236372207,1.430734223830864,0.798507974090556,0.3440298051908626,Low,0.0021023104005698,True
6.49,4,2,2,3.15,23,Studying,Low,Weekday,Connect socially,0.3811183951018198,0.3318208518212105,0.04929754328060926,1.1849772806958532,0.6613484125781558,0.2737418755766142,Low,0.004321555162919088,True
9.14,3,4,4,3.48,17,Working,High,Weekday,Stay active,0.3265220797727546,0.2665047428430085,0.06001733692974609,1.5336885486313756,0.8559678768111301,0.21775349638633582,Low,0.003036855213187637,True
6.08,4,3,3,5.94,12,Relaxing,Low,Weekday,Connect socially,0.5719144285205615,0.21081752143320115,0.36109690708736036,1.2538761301011083,0.6998015925883828,0.5701690092777283,Moderate,0.0011385092918893246,True
6.61,3,3,2,6.17,18,Phone,Low,Weekday,Connect socially,0.4806173837945802,0.1633742839746162,0.317243099819964,1.422942608342714,0.7941593906886181,0.47951611444381226,Moderate,0.002362773798751315,True
9.31,3,3,3,3.36,21,Working,Medium,Weekday,Take a short break,0.37729735050885665,0.1879426172888303,0.18935473322002636,1.5968893138935396,0.8912408955101148,0.324083941880981,Low,0.003043399867159757,True
6.65,4,2,3,3.93,18,Working,Low,Weekday,Connect socially,0.6119458701070585,0.27679206829184894,0.33515380181520954,1.0214918672597262,0.5701054660533292,0.5959622096081572,High,0.0007053256758970953,True
8.67,3,3,3,4.94,7,Relaxing,Medium,Weekday,Take a short break,0.2883809672699511,0.26771448025512207,0.020666487014829038,1.6510191003909127,0.9214513045672489,0.15994771526840854,Low,0.0020254861165679774,True
6.88,4,2,3,5.59,21,Phone,Medium,Weekend,Prepare for bed,0.3615669659889492,0.264439673321602,0.09712729266734721,1.5069001196318326,0.8410169699178716,0.26249084557859587,Low,0.0023940051425186113,True
8.1,4,4,3,5.93,19,Relaxing,High,Weekend,Take a short break,0.4152887145177391,0.1665105230681547,0.24877819144958438,1.5625462424361953,0.8720736623813621,0.3866099230714192,Moderate,0.0023774445716232876,True
9.09,2,5,4,3.94,15,Relaxing,High,Weekend,Stay active,0.3907229406126003,0.37011683077491137,0.020606109837688957,1.4000868924468404,0.7814033727696948,0.23396892560811344,Low,0.0026390542251227647,True
6.76,4,3,2,7.62,23,Phone,Medium,Weekday,Prepare for bed,0.5055161508270277,0.2262766492222956,0.2792395016047321,1.269798676840138,0.7086881351251941,0.48121229197043613,Moderate,0.003567958952304903,True
7.35,4,4,3,5.74,19,Relaxing,High,Weekday,Take a short break,0.3827516442630029,0.24868899902694225,0.13406264523606065,1.5509218373211788,0.8655859583593347,0.2929648999117268,Low,0.0039834776351158965,True
8.73,2,5,5,3.71,20,Working,High,Weekend,Stay active,0.35907446116089636,0.3075356486988123,0.05153881246208408,1.5005224460961795,0.8374575225449489,0.23016917173687243,Low,0.004128629127714123,True
